Issue type,Issue name,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Needs Review Status,Best practice,How to fix this issue,Issue link,Timestamp,Issue status
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/harsh,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042399412,2026-05-15 10:09:18 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/harsh,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042399413,2026-05-15 10:09:18 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/harsh,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042399414,2026-05-15 10:09:18 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/contact,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042406592,2026-05-15 10:09:21 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/contact,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042406593,2026-05-15 10:09:22 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/contact,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042406594,2026-05-15 10:09:22 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/contact,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042406595,2026-05-15 10:09:21 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/invest,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042406839,2026-05-15 10:09:27 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/invest,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042406840,2026-05-15 10:09:27 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/invest,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042406841,2026-05-15 10:09:27 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/invest,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042406842,2026-05-15 10:09:27 UTC,visible
link-in-text-block,Links must be distinguishable without relying on color,serious,a#text-primary.underline,,Ensure links are distinguished from surrounding text in a way that does not rely on color.,https://trivantagecapital.vercel.app/invest,SC 1.4.1,"<a href=""mailto:info@trivantagecapital.com"" class=""text-primary underline"">info@trivantagecapital.com</a>",.font-medium > .underline.text-primary,False,Confirmed Issue,False,"Fix all of the following:
  The link has insufficient color contrast of 2.49:1 with the surrounding text. (Minimum contrast is 3:1, link text: #141e57, surrounding text: #5a5e86)",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeViolationId=66287&activeComponentId=a%23text-primary.underline&activeBehaviorValue=&activeIssueId=1042406843,2026-05-15 10:09:27 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/terms-of-service,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042406844,2026-05-15 10:09:27 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/terms-of-service,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042406845,2026-05-15 10:09:27 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/terms-of-service,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042406846,2026-05-15 10:09:27 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/terms-of-service,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042406847,2026-05-15 10:09:27 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/login,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042407065,2026-05-15 10:09:32 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/login,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042407066,2026-05-15 10:09:32 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/login,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407067,2026-05-15 10:09:32 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/login,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407068,2026-05-15 10:09:32 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/grievance,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042407083,2026-05-15 10:09:33 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,textarea#w-full.border.rounded.px-4.py-2.5.text-sm.text-primary.placeholder-primary/30.focus:outline-none.focus:ring-1.focus:ring-primary/20.transition-all.border-primary/15.bg-white.resize-y,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/grievance,SC 1.4.3,"<textarea id=""grievance-details"" name=""details"" required="""" aria-required=""true"" aria-invalid=""false"" placeholder=""Describe your complaint"" rows=""4"" class=""w-full border rounded px-4 py-2.5 text-sm text-primary placeholder-primary/30 focus:outline-none focus:ring-1 focus:ring-primary/20 transition-all border-primary/15 bg-white resize-y"">",#grievance-details,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it's partially obscured by another element",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=textarea%23w-full.border.rounded.px-4.py-2.5.text-sm.text-primary.placeholder-primary%2F30.focus%3Aoutline-none.focus%3Aring-1.focus%3Aring-primary%2F20.transition-all.border-primary%2F15.bg-white.resize-y&activeBehaviorValue=&activeIssueId=1042407084,2026-05-15 10:09:33 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/grievance,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407085,2026-05-15 10:09:33 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/grievance,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042407086,2026-05-15 10:09:33 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/grievance,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407087,2026-05-15 10:09:33 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/grievance/complaints-data,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042407148,2026-05-15 10:09:37 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/grievance/complaints-data,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407149,2026-05-15 10:09:37 UTC,visible
